ID,Titre,Catégorie,Précisions,,,
864,Les Cahiers d'Histoire de l'Art n°3 - 2005,140, 6=Editions de  Aldecoa, 12=Broché, 13=Français,
865,L'enseignement des arts au XIXe siècle. La réforme de l'Ecole des Beaux-Arts de 1863 et la fin du modèle académique,124, 6=PUR, 12=Broché, 13=Français,
866,Le Musée du Luxembourg à Paris. Guides Skira,146, 6=Skira, 12=Broché, 13=Français,
867,L'oeuvre d'art et sa reproduction,150, 6=Cinq Continents, 12=Relié, 13=Français,
869,Miroir du Temps. Chefs-d'oeuvre des musées de Florence,146, 6=SilvanaEditoriale / Musée des  Beaux, 12=Broché, 13=Français,
873,Auguste Rodin - Eugène Carrière,137, 6=Flammarion, 12=Broché, 13=Français,
5356,Jacques Le Chevalier 1896-1987 - La lumière moderne,135, 12=Ouvrage  broché, 13=Français,,
877,Petites leçons d'aquarelle botanique,122, 6=Delachaux et Niestlé, 12=Relié, 13=Français,
879,Découverte des arts dits primitifs,149, 6=Hazan, 12=Broché, 13=Français,
881,La Galerie de peinture de l'Académie des Beaux-Arts de Vienne,146, 6=Scala, 12=Broché, 13=Français,
886,Claude Viallat,141, 6=IAC Editions, 12=Relié, 13=Français,
889,Le scandale dans l'art,137, 6=La Différence, 12=Broché, 13=Français,
890,Picasso - Carmen,141, 6=Flammarion, 12=Broché, 13=Français,
893,Les conférences de l'Académie Royale de Peinture et de Sculpture. Tome 1 Volume 1,124, 6=ENSBA, 12=Broché, 13=Français,
894,Les Fleurs du Mal illustrées par la peinture symboliste et décadente,145, 6=Diane de Selliers, 12=Broché, 13=Français,
896,Muma. Histoires d'art,144, 6=Somogy, 12=Broché, 13=Français,
898,L'Art et la mort. Réflexions sur les pouvoirs de la peinture à la Renaissance,123, 6=CNRS, 12=Broché, 13=Français,
899,La Force de l'Art. Histoire de l'Art en Occident de l'an mil à nos jours,129, 6=Cercle d'Art, 12=Ouvrage broché, 13=Français,
901,Dans les coulisses du Musée Fesch. Chronique d'une résurrection,137, 6=Albiana, 12=Ouvrage  broché, 13=Français,
905,Bosch,128, 6=Citadelles  & Mazenod, 12=Relié, 13=Français,
6025,Hokusai Manga,126, 12=Ouvrage  relié, 13=Français,,
908,J.W. Waterhouse,125, 6=Phaidon, 12=Broché, 13=Français,
909,Préhistoire,129, 6=Gallimard, 12=Relié, 13=Français,
910,La naissance de l'art,129, 6=Tallandier, 12=Broché, 13=Français,
916,Renaissance Baroque et Classicisme - Histoire de l'architecture 1420-1720,134, 6=La Villette, 12=Broché, 13=Français,
917,Willem De Kooning,141, 6=Hazan, 12=Relié, 13=Français,
1473,Fresques italiennes du baroque aux Lumières 1600-1797,164, 12=Relié sous  coffret, 13=Français,,
921,Giuseppe Terragni. L'invention d'un espace,134, 6=In Folio, 12=Ouvrage  broché, 13=Français,
922,Le Louvre. L\'histoire du Musée l\'architecture du Palais les Collections le Palais,146, 6=Gallimard, 12=Ouvrage broché, 13=Français,
923,Le Moyen Age flamboyant : poésie et peinture,128, 6=Diane de Selliers, 12=Relié sous coffret, 13=Français,
925,Portraits publics portrait privés. 1770-1830,125, 6=RMN, 12=Ouvrage  broché, 13=Français,
926,L'Europe et la peinture allemande du XIXe siècle,264, 6=Hatje Cantz, 12=Relié, 13=Français,
5355,Beau livre - Fleurs japonaises,158, 12=Ouvrage  relié, 13=Français, 28=Oui,
930,La Sorbonne. Un musée ses chefs-d'oeuvre,146, 6=RMN, 12=Relié, 13=Français,
935,Visions du déluge. De la renaissance au XIXe siècle,129, 6=RMN, 13=Français,,
938,Perspectives revue d'art de l'INHA ,140, 6=Armand Colin, 12=Broché, 13=Français,
946,Karton Vladimir Velickovic,144, 6=Thalia, 12=Broché, 13=Français, 28=Oui
948,Pierre Bonnard - Carnets de croquis : 1882 1890 1891 et 1892 - Coffret en trois volumes,126, 6=Ides et  Calendes, 12=Broché, 13=Français,
949,La galerie des Glaces - Chef-d'oeuvre retrouvé,135, 6=Gallimard, 12=Broché, 13=Français,
952,L'artiste et sa muse,137, 6=Somogy, 12=Ouvrage broché, 13=Français,
955,Les itineraires de Vivant Denon dessinateur et illustrateur,126, 6=Bec en  l'Air, 13=Français,,
956,Pierre Klossowski - Tableaux vivants,142, 6=Gallimard, 13=Français,,
964,Cindy Sherman,150, 6=Flammarion, 12=Relié, 13=Français,
968,Les cent chefs-d'uvre de la peinture,129, 6=Flammarion, 13=Français,,
5681,Catalogue d'exposition Dries Van Noten - Musée des Arts décoratifs à Paris,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
974,Revue Histoire l'art n°59. Nouvelles approches en architecture,140, 6=Somogy, 12=Broché, 13=Français,
976,Sous le soleil de Cézanne livre d'art pour enfant,143, 6=RMN, 12=Broché, 13=Français,
5735,Les chapeaux de Madame Paulette,135, 12=Ouvrage  relié, 13=Français,,
989,Ecrits sur l'art 1867-1905,124, 6=Bartillat, 12=Broché, 13=Français,
991,Idée nationale et architecture en Europe 1860-1919. Finlande Hongrie Roumanie Catalogne,124, 6=PUR, 12=Broché, 13=Français,
993,Japonisme. Echanges culturels entre le Japon et l'Occident,119, 6=Phaidon, 12=Relié, 13=Français,
994,La décolonisation du tableau. Art et politique au XIXe siècle : Delacroix Gauguin Monet,137, 6=Seuil, 12=Broché, 13=Français,
995,La Peinture romaine. De l'époque hellénistique à l'Antiquité tardive,138, 6=Actes Sud, 12=Broché, 13=Français,
996,Les peintres de Sienne,123, 6=Actes  Sud, 12=Relié, 13=Français,
1000,Josef Albers. Formulation : articulation,124, 6=Thames & Hudson, 12=Relié, 13=Français,
1001,L'atelier de Francis Bacon,141, 6=Bibliothèque des Arts  Suisse, 12=Relié, 13=Français,
1003,Edmond Moirignot. Aimer créer rêver. Catalogue raisonné,118, 6=FVW Editions, 12=Relié, 13=Français,
1362,Architecture religieuse du XXe siècle en France,134,,,,
1007,D'un regard l'Autre. Photographies XIXe siècle,150, 6=Actes Sud, 12=Relié, 13=Français, 28=Oui
1010,L'invention du corps,160, 6=Flammarion, 12=Broché, 13=Français,
1012,Art sacré du Tibet,138, 12=Broché, 13=Français,,
1013,Picasso Chagall Signac... Artistes et collectionneurs donateurs du musée d'art et d'histoire de Saint-Denis,141, 6=Musée d'Art et d'Histoire de  Saint, 12=Broché, 13=Français,
1014,La Chapelle du couvent des Carmélites,134, 6=Musée d'Art et d'Histoire de  Saint, 12=Broché, 13=Français,
1018,Brancusi et la photographie. Un moment donné,137, 6=Hazan, 12=Broché, 13=Français,
1020,Portraits parlés d'Ariane Laroux - J'ai rêvé de dessiner les gens qui changent le monde,142, 6=L'Age d'Homme, 12=Broché, 13=Français,
1021,Vassili Kandinsky. Le Salon de musique de 1931 et ses trois maquettes originales,135, 6=Musée de  Strasbourg, 12=Broché, 13=Français,
1024,Pierre Bonnard - Carnets de croquis 1891 1908-1909 1909-1910 - Coffret en trois volumes,142, 6=Ides et Calendes, 12=Broché, 13=Français,
1025,Scrap Book - Henri Cartier-Bresson,150, 6=Steidl, 12=Relié, 13=Français,
1026,Mythe du progrès artistique,137, 6=PUM, 12=Broché, 13=Français,
1027,Mémoires du peintre français Edouard Odier (1800-1858),125, 6=Slatkine, 12=Ouvrage broché, 13=Français, 28=Oui
1028,Vous avez dit musées ? Tout savoir sur la crise culturelle,137, 6=CNRS, 13=Français,,
1029,La démocratisation culturelle. Une médiation à bout de souffle,137, 6=PUG, 13=Français,,
1032,Anachroniques,137, 6=Gallimard, 13=Français / Anglais,,
1033,La vie et l'oeuvre du sculpteur Chaponnière (1801-1835). Un romantisme mitigé,166, 6=Slatkine, 13=Français,,
1036,Découvrir le Louvre en famille,143, 6=Gallimard, 12=Broché, 13=Français,
1404,La leçon de peinture,122, 12=Ouvrage  broché, 13=Français,,
1040,Le musée de l'art pour les enfants,143, 6=Phaïdon, 12=Relié, 13=Français,
1385,La force de l'art,137, 6=RMN, 12=Ouvrage  broché, 13=Français,
1044,Indian Summer. La jeune scène artistique indienne,144, 6=ENSBA, 12=Broché, 13=Français, 28=Oui
1045,La genèse de la critique d'art,124, 6=ENSBA, 12=Broché, 13=Français,
1046,L'art américain,137, 6=ENSBA, 12=Broché, 13=Français,
1048,Arts et secrets d'humanite,149, 6=Calmann, 12=Broché, 13=Français,
1049,Modelage. Têtes et expressions,122, 6=Ulisse, 12=Broché, 13=Français, 28=Oui
1051,Modelage du corps humain. La silhouette,122, 6=Ulisse, 12=Broché, 13=Français,
1052,Le Modelage. Ludique et créatif,122, 6=Ulisse, 12=Broché, 13=Français,
1055,Tableau de l'Homme Nu. Essai sur Richard Lindner,141, 6=Complicités, 12=Broché, 13=Français,
1056,Les conférences de l'Académie Royale de Peinture et de Sculpture. Tome 1 Volume 2,124, 6=ENSBA, 12=Broché, 13=Français,
1058,Mécènes des deux mondes. Les collectionneurs donateurs du Louvre et de l'Art Institute de Chicago 1879-1940,137, 6=PUR, 12=Broché, 13=Français,
1060,Guide Book - Quai Branly,146, 6=Musée du Quai Branly, 12=Broché, 13=Anglais,
1061,La poterie avec les enfants,143, 6=Eyrolles, 12=Broché, 13=Français,
1063,Le roman de la peinture moderne,160, 6=Hazan, 12=Relié, 13=Français,
1069,L'art de l'An Mil en Europe (950-1050),128, 6=Thalia, 12=Relié, 13=Français,
1073,Les trésors manuscrits de la Méditerranée,138, 6=Faton, 12=Relié, 13=Français,
1074,La marqueterie de pierres dures,135, 6=Citadelles &  Mazenod, 12=Relié, 13=Français,
1076,La collection Chennevières. Quatre siècles de dessins français,133, 12=Relié, 13=Français, 28=Oui,
1077,Le génie des Hache,135, 6=Faton, 12=Relié, 13=Français,
3036,Priceminister toutes les entreprises ont été petites un jour,222, 12=Ouvrage  broché, 13=Français,,
1083,Architectures de l'imprimé,140, 6=Livraisons d'Histoire de  l'Architecture, 12=Broché, 13=Français,
1084,Les bâtiments d'archives n°10,140, 6=Livraisons d'Histoire de  l'Architecture, 12=Broché, 13=Français,
1085,L'histoire de Venise par la peinture,160, 6=Citadelles & Mazenod, 12=Relié, 13=Français,
1086,Richard Cosway,264, 6=Unicorn Press, 12=Relié, 13=Anglais,
1088,Visite guidée du musée d'Orsay,146, 6=Place des Victoires, 12=Broché, 13=Français,
1089,Dada et les arts rebelles,129, 6=Hazan, 12=Broché, 13=Français,
1091,Dictionnaire du Salon d'Automne (1903-1945). Répertoire des exposants et liste des oeuvres présentées. Tomes I - II - III,124, 6=Echelle de Jacob, 13=Français,,
1095,Turner,125, 6=Actes Sud, 12=Relié, 13=Français,
1097,Clovis Trouille (1889-1975) un peintre libre et iconoclaste,141, 6=Musée de Picardie, 12=Broché, 13=Français,
1099,Le paysage au XIXe siècle du néoclassicisme au symbolisme,173, 6=Musée Eugène Boudin, 12=Broché, 13=Français,
1100,Henri Matisse - Vence l'espace d'un atelier. Nature morte aux grenades,141, 6=RMN, 12=Broché, 13=Français,
1104,Le guide du musée du Quai Branly,146, 6=Quai Branly, 12=Broché, 13=Français,
1107,Titien. Portrait de l'Arétin,129, 6=Les Quatre Chemins, 12=Broché, 13=Français,
1109,Atlas de Paris au Moyen-Âge,128, 6=Parigramme, 12=Relié, 13=Français,
6579,Rome à l'apogée de sa gloire. Dessins des XVIIe et XVIIIe siècles,264, 6=Gourcuff Gradenigo, 12=Broché, 13=Français,
6578,Gênes triomphante et la Lombardie des Borromée. Dessins des XVIIe et XVIIIe siècles,264, 6=Gourcuff Gradenigo, 12=Broché, 13=Français,
6575,Splendeurs baroques de Naples. Dessins des XVIIe et XVIIIe siècles,133, 6=Gourcuff Gradenigo, 12=Broché, 13=Français,
1122,Imagier du musée du Quai Branly,149, 6=Musée du quai Branly, 12=Relié, 13=Français,
1125,Berlin les années 20. Art et Culture 1918-1933,141, 6=Hazan, 12=Broché, 13=Français,
1133,De la culture en Amerique,129, 6=Gallimard, 12=Broché, 13=Français,
1402,Carnet d'études ENSBA n° 9 - Une dynastie de peintres : les Parrocel,133, 12=Ouvrage  broché, 13=Français,,
1139,Explor'Art,122, 6=Thalia, 12=Broché, 13=Français,
1144,Rembrandt,129, 6=Flammarion, 12=Broché, 13=Français,
1145,Des nuages. De l'Antiquité à nos jours,129, 6=Seuil, 12=Relié, 13=Français,
1146,La majesté des centaures. Le portrait équestre dans la peinture occidentale,129, 6=Actes Sud, 12=Relié, 13=Français,
1148,Dessins français antérieurs à 1862 des collections du musée Antoine Vivenel,133, 6=Association des Amis des musées de la Ville de Compiègne, 12=Broché, 13=Français,
1152,L'Iliade et l'Odyssee illustrées par Mimmo Paladino,145, 6=Diane de  Selliers, 12=Edition  de luxe, 13=Français,
1154,L'autoportrait au XXe siècle. Moi Je par soi même,145, 6=Diane de  Selliers, 12=Edition de  luxe, 13=Français,
1156,Le tableau disparu. A la recherche de La Dormeuse de Naples de Jean-Auguste-Dominique Ingres,137, 6=La Fosse aux Ours, 12=Broché, 13=Français,
1157,Les peintures magistrales de Van Gogh,173, 6=Citadelles &  Mazenod, 12=Relié, 13=Français,
1161,Peinture sur métal. Techniques et réalisations,122, 6=Ulisse, 12=Broché, 13=Français,
1162,Ousmane Sow,118, 6=Actes Sud, 12=Relié, 13=Français,
1165,Peinture à l'huile. De l'inspiration à l'oeuvre peinte,122, 6=Ulisse, 12=Broché, 13=Français,
1166,Le dessin. Crayon sanguine encre,122, 6=Ulisse, 12=Broché, 13=Français,
1167,Alberto Giacometti Arman Richard Serra...Des sculpteurs à l'épreuve de l'estampe au XXe siècle.,142, 6=Gourcuff, 12=Broché, 13=Français,
1169,Chagall et Tériade. L'empreinte d'un peintre,216, 6=Gourcuff, 12=Broché, 13=Français,
1170,Perspectives N° 2 - 2006,140, 6=Armand, 12=Broché, 13=Français,
1171,Ruines italiennes,150, 6=Gallimard, 12=Relié, 13=Français,
1172,Tu fais peur tu émerveilles. Musée du Quai Branly acquisitions 1998/2005,149, 6=Musée du Quai Branly, 12=Broché, 13=Français,
1174,Histoire de Moi ou histoire des autoportraits,137, 6=Thalia, 12=Relié, 13=Français,
1176,Joseph Parrocel (1646-1704). La nostalgie de l'héroïsme,164, 6=Arthena, 12=Relié, 13=Français,
1181,Sumer. Proche et Moyen-Orient. L'univers des formes.,138, 6=Gallimard, 12=Relié, 13=Français,
1182,Jean Fouquet - Les Heures d'Etienne Chevalier (sous jaquette et coffret en couleur),128, 6=Faton, 12=Relié, 13=Français,
1186,Le Temps des Pyramides,138, 6=Gallimard, 12=Relié, 13=Français,
6577,Le Rayonnement de Florence sous les derniers Medicis. Dessins des XVIIe et XVIIIe siècles,264, 6=Gourcuff Gradenigo, 12=Broché, 13=Français,
1188,Fornasetti. Designer de la fantaisie,135, 6=Thames & Hudson, 12=Broché, 13=Français,
1189,Manga de Hokusai,119, 6=Seuil/BNF, 12=Broché, 13=Français,
1194,Gobelins Beauvais Savonnerie - Tissages contemporains,135, 6=Bernard Chauveau, 12=Coffret, 13=Français,
1201,Les écoles de dessin au XVIIIe siècle. Entre arts libéraux et arts mécaniques,137, 6=PUR, 12=Broché, 13=Français,
1205,Le nouveau réalisme,216, 6=RMN, 12=Relié, 13=Français,
1206,La Sainte Madeleine de Quentin Metsys,128, 6=RMN, 12=Broché, 13=Français,
1207,La Forêt de Fontainebleau un atelier grandeur nature,129, 6=RMN, 12=Broché, 13=Français,
1219,Archéologie de la Perspective sur Piero della Francesca Vinci et Dürer,137, 6=PUF, 12=Broché, 13=Français,
1220,Frans Post 1612-1680. Catalogue raisonné,166, 6=5 Continents, 12=Relié, 13=Anglais,
1223,Trésors carolingiens - Livres manuscrits de Charlemagne à Charles le Chauve,128, 6=BNF, 12=Broché, 13=Français,
1225,Juan Munoz - Sculptures et dessins,142, 6=Actes Sud, 12=Relié, 13=Français,
1226,La signification dans l'architecture occidentale,134, 6=Mardaga, 12=Broché, 13=Français,
1227,Raymond Humbert. D'un art l'autre,141, 6=5 Continents, 12=Broché, 13=Français,
1231,Fischli et Weiss - Fleurs et Questions - Une rétrospective,144, 6=Paris, 12=Relié, 13=Français,
1232,Portraits de la comédie française,150, 6=Gallimard, 12=Broché, 13=Français,
1233,Courbet face à la caricature : Le chahut par l'image,137, 6=Kimé, 12=Broché, 13=Français,
1235,Pérennité des Collections Publiques,137, 6=Fage, 12=Broché, 13=Français,
1237,Hilton McConnico - Extravagance,135, 6=Bernard Chauveau, 12=Relié, 13=Français,
1238,Hilton McConnico : Extravagance,135, 6=Bernard Chauveau, 12=Relié, 13=Français,
1240,Henry de Groux 1866-1930 - journal,137, 6=Kimé, 12=Broché, 13=Français,
1243,Eric Dubuc,144, 6=Héron, 12=Relié sous  coffret, 13=Français,
1245,L'art contemporain,143, 6=Autrement, 12=Broché, 13=Français,
1246,Jaune orpiment et autres jaunes,143, 6=Centre  Pompidou, 12=Broché, 13=Français,
1247,Livre d'art pour enfants -Ukiyo-e Images du monde flottant,143, 6=Courtes  et longues, 12=Broché, 13=Français,
1251,Art pour enfant - Rêves dorés de Gustav Klimt,143, 12=Ouvrage broché, 13=Français,,
1254,Mon petit centre Pompidou,143, 6=RMN, 12=Broché, 13=Français,
1255,L'Ogre Picasso,143, 6=Thierry  Magnier, 12=Broché, 13=Français,
1256,Imaginaires de l'Apocalypse. Pouvoir et spiritualité dans l'art gothique européen,128, 6=CTHS/INHA, 12=Broché, 13=Français,
1258,Japonisme échanges culturels entre le Japon et l'Occident ,160, 6=Phaidon, 12=Broché, 13=Français,
1259,Dada,129, 6=Phaidon, 12=Relié, 13=Français,
1261,Nobuyoshi Araki - Moi la Vie la Mort,150, 6=Phaidon, 12=Relié, 13=Français,
1262,Années folles et Art déco le renouveau,135, 6=Courtes et Longues, 12=Relié, 13=Français,
1265,Quand les déchets deviennent art : trash rubbish mongo,144, 6=Skira, 12=Broché, 13=Français,
1268,Sequence 1 - Peinture et sculpture dans la collection François Pinault (trilingue : italien anglais français),131, 6=Skira, 12=Broché, 13=Français,
1270,Les Voyages de Vauban,134, 6=Parenthèses, 12=Broché, 13=Français,
1271,Le Panthéon,134, 6=Editions du Patrimoine, 12=Spirale, 13=Français,
1273,La Séduction Baudrillard,137, 6=ENSBA, 12=Broché, 13=Français,
1274,La Galerie des glaces : de sa création à sa restauration,135, 6=Faton, 12=Relié, 13=Français,
1276,Jean Messagier,141, 6=Cercle  d'Art, 12=Relié, 13=Français,
1277,Patrimoine reconverti : du militaire au civil,134, 6=Scala, 12=Relié, 13=Français,
1282,Les Cahiers du Musée national d'art moderne N° 99 - Printemps 2007,140, 6=Centre Pompidou, 12=Broché, 13=Français,
1284,Comment l'art devient l'Art. Dans l'Italie de la Renaissance,137, 6=Gallimard, 12=Broché, 13=Français,
3113,Vincent Beaurin le spectre dans l'atelier de Cézanne,216, 12=Ouvrage relié, 13=Français,,
3035,Musée de Fécamp - Catalogue des peintures,146, 13=Français,,,
1291,Monet (1840-1926),137, 6=Perrin, 12=Broché, 13=Français,
1292,Les arts premiers,149, 6=Gründ, 12=Relié, 13=Français,
1299,Jules Michelin (1817-1870) - Graveur et collectionneur - Catalogue raisonné de son oeuvre gravé et lithographie,121, 6=Echelle de Jacob, 12=Relié, 13=Français,
